yymm,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Target
0328 21:50,-0.437,0.083,-0.22,-2.262,1.014,2.462,-4.359,1.46,-1.826,-10.873,6.198,0.932,1.123,0.105,0.608,-0.713,1.669,1.603,0.035,0.439,-17.695,-0.849,-1.829,0.449,-3.448,1.716,9.684
0328 22:00,-0.4,0.25,-0.16,-2.188,1.014,3.175,-4.483,1.96,-1.896,-10.823,-3.802,0.932,1.123,-0.012,0.608,-0.653,1.669,1.603,0.035,0.339,-17.695,-0.947,-1.619,0.389,-3.328,1.735,49.124
0328 22:10,-0.4,1.583,-0.057,-2.062,1.014,3.191,-4.549,2.127,-1.97,-10.773,-3.802,0.932,1.123,-0.162,0.608,-0.653,-0.164,1.543,-0.032,0.423,-47.695,-1.078,-1.492,0.325,-3.08,1.761,0.894
0328 22:20,-0.327,2.916,-0.057,-1.922,1.014,3.418,-4.549,2.294,-2.06,-10.723,-3.802,0.932,1.123,-0.312,0.608,-0.653,-1.998,1.513,0.001,0.506,-37.695,-1.478,-1.322,0.259,-2.479,1.761,1.467
0328 22:30,-0.327,4.25,0.08,-1.858,1.014,5.536,-4.623,2.46,-2.06,-10.673,-3.802,0.932,1.09,-0.462,0.608,-0.653,-3.831,1.513,-0.065,0.589,-47.695,-1.786,-1.122,0.225,-1.677,1.839,40.328
0328 22:40,-0.327,5.583,0.14,-1.798,1.014,6.842,-4.659,2.627,-2.06,-10.623,-3.802,0.932,1.09,-0.612,0.608,-0.653,-5.664,1.48,-0.065,0.673,-47.695,-1.764,-0.896,0.159,-1.369,1.832,28.654
0328 22:50,-0.327,6.916,0.28,-1.743,1.014,7.784,-4.659,2.794,-2.06,-10.573,-3.802,0.899,1.023,-0.762,0.608,-0.653,-7.498,1.413,-0.065,0.756,-47.695,-1.514,-0.689,0.122,-1.073,1.794,24.129
0328 23:00,-0.237,8.25,0.28,-1.658,1.014,6.863,-4.749,2.96,-2.06,-10.523,-3.802,0.899,1.023,-0.912,0.608,-0.653,-9.331,1.413,-0.065,0.839,-57.695,-1.321,-0.426,-0.018,-0.593,1.761,3.633
0328 23:10,-0.237,8.583,0.31,-1.598,1.014,6.359,-4.749,2.96,-2.06,-10.423,-3.802,0.899,1.023,-0.912,0.608,-0.653,-3.831,1.413,-0.065,0.889,-57.695,-1.366,-0.219,-0.051,-0.337,1.761,24.899
0328 23:20,-0.237,8.916,0.37,-1.598,1.014,5.803,-4.786,2.96,-2.17,-10.323,6.198,0.832,1.023,-0.912,0.608,-0.653,1.669,1.313,-0.095,0.939,-57.695,-1.561,-0.022,-0.051,-0.236,1.748,48.454
0328 23:30,-0.154,9.25,0.37,-1.525,1.014,5.294,-4.859,2.96,-2.17,-10.223,-3.802,0.832,1.023,-0.912,0.608,-0.653,7.169,1.313,-0.11,0.989,-57.695,-1.761,0.111,-0.141,-0.326,1.677,18.583
0328 23:40,-0.127,9.583,0.443,-1.525,1.014,4.571,-4.786,2.96,-2.17,-10.123,-3.802,0.832,1.023,-0.912,0.608,-0.713,12.669,1.277,-0.155,1.039,-47.695,-1.997,0.274,-0.208,-0.346,1.671,17.14
0328 23:50,-0.127,9.916,0.513,-1.525,1.014,4.349,-4.859,2.96,-2.17,-10.023,-3.802,0.866,1.023,-0.912,0.608,-0.653,18.169,1.203,-0.155,1.089,-37.695,-2.237,0.348,-0.241,-0.302,1.631,33.593
0329 00:00,-0.127,10.25,0.64,-1.525,1.014,4.568,-4.786,2.96,-2.17,-9.923,-3.802,0.932,1.023,-0.912,0.508,-0.653,23.669,1.203,-0.155,1.139,-47.695,-2.411,0.414,-0.241,-0.156,1.554,6.721
0329 00:10,-0.127,9.25,0.61,-1.658,1.048,4.782,-4.859,2.96,-2.23,-9.806,-3.802,0.932,0.963,-1.028,0.508,-0.653,20.002,1.137,-0.155,0.873,-37.695,-2.373,0.478,-0.378,0.096,1.482,47.253
0329 00:20,-0.2,8.25,0.743,-1.598,1.048,4.621,-4.859,2.96,-2.36,-9.689,-3.802,0.932,1.023,-1.145,0.508,-0.653,16.336,1.103,-0.222,0.606,-47.695,-2.31,0.611,-0.451,0.406,1.471,25.17
0329 00:30,-0.237,7.25,0.81,-1.658,1.014,4.488,-4.859,2.96,-2.36,-9.573,-3.802,0.932,0.963,-1.262,0.508,-0.653,12.669,1.103,-0.255,0.339,-47.695,-2.288,0.678,-0.451,0.464,1.471,18.127
0329 00:40,-0.237,6.25,0.81,-1.688,1.014,4.458,-4.859,2.96,-2.36,-9.456,-3.802,0.977,0.933,-1.378,0.508,-0.553,9.002,1.103,-0.255,0.073,-27.695,-2.321,0.738,-0.518,0.497,1.471,19.172
0329 00:50,-0.237,5.25,0.906,-1.688,1.048,4.508,-4.859,2.96,-2.36,-9.339,6.198,0.932,0.933,-1.495,0.508,-0.579,5.336,1.013,-0.255,-0.194,-37.695,-2.388,0.848,-0.551,0.631,1.388,33.908
0329 01:00,-0.237,4.25,0.98,-1.688,1.048,4.421,-4.859,2.96,-2.36,-9.223,-3.802,1.022,0.933,-1.612,0.508,-0.453,1.669,1.013,-0.255,-0.461,-27.695,-2.544,0.914,-0.611,0.721,1.361,32.681
0329 01:10,-0.237,4.416,1.125,-1.688,1.081,5.421,-4.859,2.96,-2.396,-9.139,-3.802,1.022,0.933,-1.612,0.508,-0.453,1.669,1.013,-0.255,-0.444,-47.695,-2.544,0.948,-0.641,0.854,1.361,24.055
0329 01:20,-0.237,4.583,1.14,-1.688,1.014,5.816,-4.859,2.96,-2.47,-9.056,-3.802,1.022,0.933,-1.612,0.508,-0.483,1.669,1.013,-0.255,-0.427,-27.695,-2.511,1.008,-0.675,0.964,1.361,0.396
0329 01:30,-0.327,4.75,1.213,-1.688,1.048,5.791,-4.859,2.96,-2.5,-8.973,-3.802,1.022,0.933,-1.612,0.508,-0.483,1.669,0.913,-0.322,-0.411,-47.695,-2.511,1.038,-0.675,0.964,1.361,38.723
0329 01:40,-0.267,4.916,1.206,-1.688,1.114,6.487,-4.859,2.96,-2.56,-8.889,-3.802,1.056,0.9,-1.612,0.508,-0.453,1.669,0.913,-0.322,-0.394,-37.695,-2.395,1.038,-0.741,0.873,1.336,4.58
0329 01:50,-0.327,5.083,1.28,-1.688,1.014,6.569,-4.859,2.96,-2.56,-8.806,-3.802,1.056,0.9,-1.612,0.508,-0.453,1.669,0.913,-0.322,-0.377,-47.695,-2.219,1.148,-0.741,0.706,1.273,49.869
0329 02:00,-0.327,5.25,1.28,-1.688,1.081,6.061,-4.919,2.96,-2.56,-8.723,-3.802,1.122,0.833,-1.612,0.508,-0.453,1.669,0.913,-0.322,-0.361,-47.695,-2,1.148,-0.841,0.58,1.261,2.067
0329 02:10,-0.327,5.083,1.34,-1.688,1.114,6.263,-4.919,3.127,-2.56,-8.656,-3.802,1.056,0.833,-1.578,0.508,-0.453,1.669,0.913,-0.355,-0.361,-37.695,-1.938,1.238,-0.841,0.464,1.261,37.09
0329 02:20,-0.327,4.916,1.34,-1.688,1.114,7.056,-4.859,3.294,-2.56,-8.589,6.198,1.022,0.833,-1.545,0.508,-0.453,1.669,0.847,-0.355,-0.361,-37.695,-2.095,1.311,-0.878,0.433,1.261,32.81
0329 02:30,-0.327,4.75,1.34,-1.658,1.114,7.81,-4.889,3.46,-2.56,-8.523,-3.802,1.022,0.833,-1.512,0.475,-0.453,1.669,0.813,-0.355,-0.361,-37.695,-2.123,1.348,-0.951,0.299,1.236,1.45
0329 02:40,-0.327,4.583,1.37,-1.598,1.114,7.941,-4.889,3.627,-2.56,-8.456,-3.802,1.056,0.833,-1.478,0.475,-0.453,1.669,0.813,-0.355,-0.361,-37.695,-2.089,1.348,-0.951,0.244,1.187,33.913
0329 02:50,-0.4,4.416,1.37,-1.598,1.114,7.682,-4.919,3.794,-2.53,-8.389,-3.802,1.056,0.833,-1.445,0.441,-0.379,1.669,0.813,-0.429,-0.361,-27.695,-2.011,1.448,-0.951,0.145,1.171,3.681
0329 03:00,-0.437,4.25,1.48,-1.598,1.114,7.163,-4.919,3.96,-2.47,-8.323,-3.802,1.122,0.833,-1.412,0.441,-0.343,1.669,0.813,-0.465,-0.361,-37.695,-1.942,1.515,-0.951,0.034,1.171,3.825
0329 03:10,-0.437,4.75,1.48,-1.688,1.114,7.486,-4.949,3.794,-2.56,-8.273,-3.802,1.122,0.733,-1.428,0.408,-0.343,1.669,0.703,-0.465,-0.277,-37.695,-2.034,1.538,-0.951,-0.036,1.16,42.978
0329 03:20,-0.437,5.25,1.48,-1.628,1.114,7.439,-4.949,3.627,-2.56,-8.223,-3.802,1.122,0.8,-1.445,0.408,-0.453,1.669,0.703,-0.465,-0.194,-57.695,-2.005,1.648,-1.051,-0.103,1.076,24.867
0329 03:30,-0.437,5.75,1.546,-1.658,1.114,7.063,-4.949,3.46,-2.56,-8.173,-3.802,1.122,0.766,-1.462,0.408,-0.379,1.669,0.703,-0.465,-0.111,-37.695,-1.994,1.648,-1.051,-0.146,1.071,4.282
0329 03:40,-0.437,6.25,1.58,-1.525,1.114,6.841,-4.949,3.294,-2.56,-8.123,-3.802,1.122,0.833,-1.478,0.408,-0.379,1.669,0.703,-0.465,-0.027,-47.695,-2.033,1.738,-1.051,-0.146,1.071,0.742
0329 03:50,-0.437,6.75,1.58,-1.598,1.114,6.759,-4.949,3.127,-2.56,-8.073,-3.802,1.056,0.8,-1.495,0.408,-0.453,1.669,0.603,-0.465,0.056,-47.695,-2.093,1.811,-1.051,-0.146,1.071,9.956
0329 04:00,-0.437,7.25,1.48,-1.658,1.114,6.61,-4.949,2.96,-2.56,-8.023,-3.802,1.072,0.733,-1.512,0.408,-0.398,1.669,0.603,-0.465,0.139,-27.695,-2.125,1.848,-1.141,-0.133,1.053,34.321
0329 04:10,-0.437,7.25,1.48,-1.598,1.114,5.906,-4.949,3.294,-2.56,-7.956,-3.802,1.089,0.733,-1.562,0.408,-0.416,1.669,0.603,-0.465,0.073,-47.695,-2.123,1.848,-1.141,-0.118,1.054,15.013
0329 04:20,-0.437,7.25,1.48,-1.598,1.048,5.368,-4.859,3.627,-2.53,-7.889,-3.802,1.022,0.733,-1.612,0.408,-0.416,1.669,0.603,-0.532,0.006,-27.695,-2.094,1.881,-1.141,-0.172,0.983,42.361
0329 04:30,-0.437,7.25,1.48,-1.628,1.114,4.916,-4.859,3.96,-2.53,-7.823,-3.802,1.056,0.733,-1.662,0.408,-0.416,1.669,0.603,-0.465,-0.061,-47.695,-2.089,1.948,-1.175,-0.208,0.971,4.275
0329 04:40,-0.437,7.25,1.48,-1.688,1.114,4.405,-4.859,4.294,-2.596,-7.756,-3.802,1.122,0.733,-1.712,0.408,-0.416,1.669,0.513,-0.565,-0.127,-27.695,-2.073,1.978,-1.241,-0.236,0.971,16.913
0329 04:50,-0.437,7.25,1.48,-1.688,1.114,3.442,-4.859,4.627,-2.596,-7.689,-3.802,1.122,0.733,-1.762,0.408,-0.453,1.669,0.513,-0.565,-0.194,-37.695,-2.297,2.038,-1.208,-0.244,0.971,19.1
0329 05:00,-0.437,7.25,1.48,-1.688,1.114,3.78,-4.859,4.96,-2.53,-7.623,-3.802,1.056,0.733,-1.812,0.408,-0.453,1.669,0.513,-0.565,-0.261,-17.695,-2.542,2.074,-1.141,-0.315,0.971,16.319
0329 05:10,-0.437,7.083,1.61,-1.688,1.114,4.591,-4.786,4.627,-2.196,-7.556,-3.802,1.022,0.66,-1.862,0.408,-0.453,1.669,0.513,-0.565,-0.327,-37.695,-2.461,2.148,-1.241,-0.236,0.888,4.437
0329 05:20,-0.437,6.916,2.07,-1.688,1.114,4.024,-4.749,4.294,-1.86,-7.489,6.198,0.962,0.733,-1.912,0.408,-0.586,1.669,0.513,-0.565,-0.394,-47.695,-2.511,2.148,-1.241,-0.236,0.898,34.762
0329 05:30,-0.437,6.75,2.206,-1.688,1.114,4.433,-4.749,3.96,-1.86,-7.423,-3.802,0.899,0.66,-1.962,0.408,-0.776,1.669,0.513,-0.565,-0.461,-37.695,-2.529,2.148,-1.341,-0.138,0.875,35.494
0329 05:40,-0.437,6.583,2.34,-1.688,1.048,3.974,-4.719,3.627,-1.826,-7.356,-3.802,0.899,0.623,-2.012,0.371,-0.843,1.669,0.48,-0.565,-0.527,-47.695,-2.613,2.038,-1.341,-0.122,0.885,29.561
0329 05:50,-0.564,6.416,2.513,-1.688,1.048,3.998,-4.659,3.294,-1.76,-7.289,-3.802,0.832,0.623,-2.062,0.371,-0.879,1.669,0.413,-0.625,-0.594,-37.695,-2.875,1.978,-1.341,-0.146,0.861,44.092
0329 06:00,-0.437,6.25,2.58,-1.688,1.081,5.016,-4.659,2.96,-1.76,-7.223,-3.802,0.832,0.623,-2.112,0.298,-0.953,1.669,0.413,-0.565,-0.661,-57.695,-2.843,1.914,-1.341,-0.146,0.861,46.066
0329 06:10,-0.497,6.083,2.58,-1.688,1.081,4.558,-4.659,3.127,-1.826,-7.139,-3.802,0.832,0.623,-2.145,0.371,-1.019,1.669,0.413,-0.625,-0.711,-67.695,-2.849,1.848,-1.341,-0.146,0.861,24.628
0329 06:20,-0.364,5.916,2.58,-1.688,1.014,4.18,-4.549,3.294,-1.896,-7.056,-3.802,0.766,0.623,-2.178,0.408,-1.279,1.669,0.413,-0.565,-0.761,-57.695,-3.163,1.793,-1.341,-0.176,0.828,42.102
0329 06:30,-0.364,5.75,2.58,-1.688,1.014,5.366,-4.483,3.46,-2.03,-6.973,-3.802,0.732,0.623,-2.212,0.408,-1.343,1.669,0.347,-0.595,-0.811,-57.695,-3.276,1.708,-1.451,-0.186,0.816,3.368
0329 06:40,-0.304,5.583,2.58,-1.688,1.014,5.798,-4.419,3.627,-2.06,-6.889,-3.802,0.659,0.623,-2.245,0.298,-1.416,1.669,0.313,-0.595,-0.861,-37.695,-3.221,1.648,-1.451,-0.211,0.789,49.34
0329 06:50,-0.2,5.416,2.58,-1.762,1.014,5.826,-4.359,3.794,-2.06,-6.806,-3.802,0.622,0.556,-2.278,0.298,-1.513,1.669,0.313,-0.565,-0.911,-37.695,-3.221,1.538,-1.451,-0.236,0.761,20.732
0329 07:00,-0.127,5.25,2.513,-1.688,1.014,5.953,-4.323,3.96,-2.03,-6.723,-3.802,0.556,0.623,-2.312,0.408,-1.513,1.669,0.313,-0.565,-0.961,-27.695,-3.221,1.538,-1.451,-0.243,0.761,5.022
0329 07:10,-0.094,5.416,2.51,-1.762,1.014,6.086,-4.249,3.96,-1.83,-6.623,-3.802,0.522,0.556,-2.328,0.335,-1.653,1.669,0.313,-0.625,-0.961,-47.695,-3.096,1.448,-1.451,-0.295,0.761,3.296
0329 07:20,-0.027,5.583,2.443,-1.688,1.014,6.316,-4.249,3.96,-1.81,-6.523,-3.802,0.522,0.623,-2.345,0.408,-1.72,1.669,0.313,-0.565,-0.961,-27.695,-2.866,1.381,-1.451,-0.312,0.761,33.845
0329 07:30,-0.027,5.75,2.37,-1.762,1.014,6.238,-4.332,3.96,-1.76,-6.423,-3.802,0.522,0.623,-2.362,0.38,-1.683,1.669,0.313,-0.565,-0.961,-37.695,-2.632,1.208,-1.396,-0.356,0.761,29.155
0329 07:40,0.033,5.916,2.28,-1.798,1.014,6.091,-4.359,3.96,-1.826,-6.323,-3.802,0.556,0.59,-2.378,0.371,-1.713,1.669,0.313,-0.565,-0.961,-37.695,-2.226,1.014,-1.341,-0.431,0.761,35.027
0329 07:50,0.063,6.083,2.28,-1.798,1.014,4.615,-4.359,3.96,-1.86,-6.223,-3.802,0.622,0.523,-2.395,0.371,-1.713,1.669,0.313,-0.565,-0.961,-37.695,-1.94,0.811,-1.341,-0.371,0.761,15.749
0329 08:00,0.136,6.25,2.303,-1.888,1.014,3.769,-4.419,3.96,-1.86,-6.123,-3.802,0.522,0.523,-2.412,0.371,-1.776,1.669,0.313,-0.565,-0.961,-37.695,-1.563,0.604,-1.208,-0.328,0.761,19.068
0329 08:10,0.173,5.416,2.11,-1.888,1.014,1.748,-4.449,3.96,-1.86,-6.056,-3.802,0.522,0.523,-2.195,0.298,-1.843,-0.498,0.203,-0.565,-0.894,-47.695,-1.33,0.378,-1.208,-0.133,0.761,33.216
0329 08:20,0.1,4.583,2.11,-1.888,1.014,1.341,-4.516,3.96,-1.86,-5.989,-3.802,0.556,0.523,-1.978,0.298,-1.809,-2.664,0.203,-0.565,-0.827,-27.695,-1.127,0.178,-1.241,0.139,0.761,0.592
0329 08:30,0.063,3.75,2.11,-1.888,0.941,0.09,8.584,3.96,-1.86,-5.923,-3.802,0.556,0.523,-1.762,0.835,-1.809,-4.831,0.203,-0.655,-0.761,-17.695,-0.85,-0.052,-1.241,0.118,0.761,49.858
0329 08:40,0.003,2.916,2.08,-1.828,0.941,-1.244,31.377,3.96,-1.793,-5.856,-3.802,0.622,0.523,-1.545,2.041,-1.843,-6.998,0.203,-0.655,-0.694,-17.695,-0.573,-0.252,-1.241,0.126,0.761,15.195
0329 08:50,-0.027,2.083,2.08,-1.888,0.941,-3.001,29.484,3.96,-1.76,-5.789,-3.802,0.622,0.523,-1.328,1.541,-1.916,-9.164,0.203,-0.655,-0.627,-7.695,-0.326,-0.426,-1.175,0.264,0.761,7.444
0329 09:00,-0.027,1.25,2.046,-1.828,0.941,-5.311,29.817,3.96,-1.76,-5.723,-3.802,0.622,0.523,-1.112,1.268,-1.953,-11.331,0.203,-0.655,-0.561,2.305,0.192,-0.486,-1.111,0.152,0.761,16.426
0329 09:10,-0.094,0.25,1.846,-1.828,0.978,-8.012,30.584,3.96,-1.86,-5.639,-3.802,0.622,0.523,-0.945,1.108,-1.953,-9.164,0.103,-0.655,-0.561,2.305,0.389,-0.622,-0.985,-0.008,0.778,3.524
0329 09:20,-0.127,-0.75,1.64,-1.888,0.978,-8.661,30.984,3.96,-1.793,-5.556,-3.802,0.622,0.523,-0.778,1.108,-1.953,-6.998,0.17,-0.655,-0.561,2.305,0.39,-0.822,-0.951,0.053,0.85,47.174
0329 09:30,-0.127,-1.75,1.513,-1.888,0.904,-9.48,30.447,3.96,-1.793,-5.473,-3.802,0.622,0.523,-0.612,1.008,-1.953,-4.831,0.17,-0.655,-0.561,-27.695,0.615,-1.102,-0.878,0.079,0.957,6.983
0329 09:40,-0.127,-2.75,1.34,-1.828,0.904,-8.223,30.047,3.96,-1.86,-5.389,-3.802,0.622,0.523,-0.445,1.008,-1.953,-2.664,0.103,-0.655,-0.561,-17.695,0.767,-1.292,-0.741,0.052,1.06,24.508
0329 09:50,-0.127,-3.75,1.28,-1.888,0.904,-8.387,28.384,3.96,-1.76,-5.306,-3.802,0.622,0.523,-0.278,1.008,-1.953,-0.498,0.103,-0.655,-0.561,-27.695,1.073,-1.426,-0.741,-0.036,1.093,14.827
0329 10:00,-0.127,-4.75,1.14,-1.828,0.904,-8.732,23.051,3.96,-1.76,-5.223,-3.802,0.589,0.523,-0.112,0.941,-1.983,1.669,0.103,-0.625,-0.561,-17.695,1.334,-1.689,-0.611,0.025,1.154,15.169
0329 10:10,-0.127,-4.584,0.94,-1.828,0.904,-9.484,14.414,3.794,-1.73,-5.139,-3.802,0.522,0.523,0.105,0.835,-2.043,1.669,0.103,-0.625,-0.327,-17.695,1.627,-1.822,-0.551,0.109,1.171,22.043
0329 10:20,-0.237,-4.417,0.943,-1.828,0.978,-11.945,10.474,3.627,-1.67,-5.056,-3.802,0.589,0.523,0.322,0.908,-1.983,1.669,0.103,-0.655,-0.094,-17.695,2.211,-1.859,-0.415,0.154,1.171,15.181
0329 10:30,-0.237,-4.25,0.676,-1.798,0.978,-14.764,7.717,3.46,-1.67,-4.973,-3.802,0.522,0.523,0.538,0.835,-2.043,1.669,0.103,-0.595,0.139,-7.695,2.754,-1.992,-0.275,0.233,1.236,6.071
0329 10:40,-0.237,-4.084,0.37,-1.858,0.941,-15.376,6.073,3.294,-1.56,-4.889,-3.802,0.522,0.523,0.755,0.825,-2.043,1.669,0.103,-0.565,0.373,-17.695,2.994,-2.022,-0.096,0.264,1.261,22.254
0329 10:50,-0.237,-3.917,0.17,-1.762,1.014,-16.477,4.681,3.127,-1.56,-4.806,-3.802,0.522,0.623,0.972,0.871,-2.043,1.669,0.103,-0.565,0.606,-17.695,3.231,-1.962,0.049,0.284,1.294,47.93
0329 11:00,-0.327,-3.75,0.11,-1.762,0.978,-17.916,3.511,2.96,-1.47,-4.723,-3.802,0.522,0.623,1.188,0.798,-2.043,1.669,0.103,-0.565,0.839,-37.695,3.397,-1.992,0.049,0.264,1.355,12.678
0329 11:10,-0.327,-4.25,0.013,-1.828,0.904,-20.82,2.917,2.96,-1.47,-4.656,-3.802,0.522,0.523,1.272,0.798,-2.043,1.669,0.103,-0.565,0.823,-47.695,3.117,-2.052,0.049,0.233,1.361,35.799
0329 11:20,-0.327,-4.75,0.013,-1.828,0.941,-20.134,2.211,2.96,-1.433,-4.589,-3.802,0.522,0.59,1.355,0.798,-2.043,1.669,0.103,-0.532,0.806,-37.695,3.576,-2.089,0.122,0.337,1.404,35.786
0329 11:30,-0.4,-5.25,-0.227,-1.828,1.014,-25.225,1.617,2.96,-1.36,-4.523,-3.802,0.522,0.623,1.438,0.798,-2.013,1.669,0.103,-0.465,0.789,-47.695,3.95,-1.962,0.389,0.496,1.471,16.369
0329 11:40,-0.437,-5.75,-0.487,-1.888,1.014,-27.615,0.784,2.96,-1.326,-4.456,-3.802,0.462,0.623,1.522,0.798,-1.953,1.669,0.103,-0.465,0.773,-27.695,3.598,-1.962,0.449,0.976,1.554,37.795
0329 11:50,-0.437,-6.25,-0.557,-1.888,1.014,-27.308,0.317,2.96,-1.26,-4.389,-3.802,0.432,0.623,1.605,0.871,-1.843,1.669,0.103,-0.465,0.756,-17.695,3.367,-2.089,0.325,1.141,1.571,44.47
0329 12:00,-0.437,-6.75,-0.557,-1.888,1.014,-25.298,-0.153,2.96,-1.36,-4.323,-3.802,0.432,0.623,1.688,0.871,-1.843,1.669,0.103,-0.465,0.739,-7.695,3.37,-2.152,0.259,1.064,1.588,21.106
0329 12:10,-0.327,-7.917,-0.587,-1.955,1.014,-27.942,-0.486,2.96,-1.433,-4.323,-3.802,0.432,0.623,1.722,0.871,-1.843,1.669,0.103,-0.465,0.539,62.305,3.672,-2.152,0.359,0.983,1.671,32.573
0329 12:20,-0.327,-9.084,-0.794,-2.098,1.014,-31.589,-0.383,2.96,-1.126,-4.323,-3.802,0.432,0.66,1.755,0.798,-1.843,1.669,0.103,-0.465,0.339,-7.695,3.752,-2.022,0.419,0.707,1.671,33.279
0329 12:30,-0.237,-10.25,-0.764,-2.158,1.014,-30.917,0.411,2.96,-0.733,-4.323,-3.802,0.432,0.733,1.788,0.798,-1.809,1.669,0.17,-0.355,0.139,22.305,4.169,-1.962,0.449,0.493,1.706,12.884
0329 12:40,-0.237,-11.417,-0.557,-2.188,1.014,-32.233,1.277,2.96,-0.53,-4.323,-3.802,0.432,0.833,1.822,0.798,-1.809,1.669,0.203,-0.355,-0.061,-17.695,4.367,-2.052,0.449,0.281,1.751,35.586
0329 12:50,-0.327,-12.584,-0.294,-2.188,1.014,-30.268,1.684,2.96,-0.53,-4.323,-3.802,0.432,0.833,1.855,0.798,-1.743,1.669,0.203,-0.355,-0.261,-17.695,3.93,-2.052,0.449,0.109,1.761,13.297
0329 13:00,-0.267,-13.75,-0.02,-2.188,1.014,-29.375,2.117,2.96,0.207,-4.323,-3.802,0.432,0.866,1.888,0.698,-1.683,1.669,0.313,-0.355,-0.461,-7.695,4.341,-2.052,0.515,-0.009,1.789,9.904
0329 13:10,-0.094,-14.75,0.01,-2.262,1.014,-32.643,2.311,3.127,-0.126,-4.306,-3.802,0.432,0.933,2.205,0.698,-1.616,-0.164,0.313,-0.255,-0.394,2.305,4.746,-2.022,0.549,-0.113,1.816,46.842
0329 13:20,0.166,-15.75,-0.264,-2.328,1.014,-36.435,2.484,3.294,-0.5,-4.289,-3.802,0.432,0.933,2.522,0.698,-1.543,-1.998,0.313,-0.189,-0.327,12.305,4.914,-2.022,0.622,-0.191,1.85,32.646
0329 13:30,0.406,-16.75,-0.454,-2.388,1.014,-36.343,2.551,3.46,-0.56,-4.273,-3.802,0.432,0.933,2.838,0.698,-1.543,-3.831,0.38,-0.155,-0.261,32.305,5.126,-2.189,0.692,-0.291,1.879,9.697
0329 13:40,0.606,-17.75,-0.594,-2.388,1.014,-36.565,2.641,3.627,-0.67,-4.256,-3.802,0.432,0.963,3.155,0.698,-1.543,-5.664,0.413,-0.095,-0.194,22.305,5.502,-2.062,0.759,-0.418,1.934,38.512
0329 13:50,0.703,-18.75,-0.757,-2.388,1.014,-39.129,2.581,3.794,-0.737,-4.239,-3.802,0.432,1.023,3.472,0.698,-1.543,-7.498,0.413,-0.032,-0.127,22.305,5.428,-1.589,0.792,-0.561,1.999,27.842
0329 14:00,0.763,-19.75,-0.898,-2.422,1.014,-38.67,2.551,3.96,-0.826,-4.223,6.198,0.432,1.023,3.788,0.698,-1.543,-9.331,0.413,0.035,-0.061,2.305,4.827,-1.589,0.834,-0.627,2.071,33.403
0329 14:10,0.763,-19.75,-0.92,-2.562,1.081,-33.135,2.517,3.627,-0.97,-4.223,-3.802,0.432,0.963,3.638,0.668,-1.543,-7.498,0.447,0.071,-0.211,22.305,4.055,-1.962,0.759,-0.646,2.171,5.332
0329 14:20,0.763,-19.75,-0.83,-2.488,1.081,-28.47,2.451,3.294,-0.97,-4.223,-3.802,0.522,1.023,3.488,0.608,-1.543,-5.664,0.513,0.071,-0.361,12.305,3.51,-2.089,0.759,-0.591,2.171,33.825
0329 14:30,0.873,-19.75,-0.89,-2.488,1.081,-28.538,2.377,2.96,-1.06,-4.223,-3.802,0.522,1.023,3.338,0.638,-1.543,-3.831,0.513,0.145,-0.511,12.305,3.609,-1.796,0.759,-0.469,2.246,2.107
0329 14:40,0.873,-19.75,-0.987,-2.525,1.081,-32.334,2.317,2.627,-1.06,-4.223,-3.802,0.522,1.123,3.188,0.638,-1.513,-1.998,0.513,0.145,-0.661,12.305,4.145,-1.189,0.759,-0.567,2.278,16.279
0329 14:50,0.973,-19.75,-0.987,-2.525,1.114,-35.589,2.111,2.294,-1.06,-4.223,-3.802,0.522,1.196,3.038,0.608,-1.453,-0.164,0.513,0.245,-0.811,2.305,4.845,-0.786,0.825,-0.646,2.328,10.375
0329 15:00,0.973,-19.75,-1.02,-2.598,1.114,-38.331,2.051,1.96,-1.06,-4.223,-3.802,0.522,1.233,2.888,0.608,-1.453,1.669,0.573,0.245,-0.961,12.305,5.065,-0.526,0.792,-0.722,2.361,17.839
0329 15:10,0.973,-17.75,-1.02,-2.688,1.114,-39.214,1.914,1.627,-1.06,-4.173,-3.802,0.522,1.266,3.005,0.608,-1.453,1.669,0.603,0.295,-0.411,12.305,5.074,-0.322,0.859,-0.861,2.453,22.533
0329 15:20,1.003,-15.75,-1.16,-2.688,1.114,-39.166,1.781,1.294,-1.133,-4.123,-3.802,0.522,1.266,3.122,0.608,-1.453,1.669,0.603,0.345,0.139,12.305,5.469,-0.262,0.859,-0.986,2.493,17.307
0329 15:30,1.063,-13.75,-1.22,-2.725,1.114,-39.508,1.811,0.96,-1.2,-4.073,-3.802,0.522,1.366,3.238,0.608,-1.453,1.669,0.603,0.345,0.689,12.305,5.919,-0.262,0.919,-1.108,2.51,35.682
0329 15:40,1.1,-11.75,-1.36,-2.798,1.114,-40.425,1.751,0.627,-1.26,-4.023,-3.802,0.556,1.433,3.355,0.608,-1.343,1.669,0.603,0.375,1.239,12.305,5.944,-0.189,0.949,-1.214,2.579,25.467
